Session_ID,Flavor,Arm,Correct,CorrectBool
6,C,8,Y,1
6,C,8,Y,1
6,H,8,N,0
6,C,8,Y,1
6,C,8,Y,1
6,H,3,N,0
6,C,8,Y,1
6,C,8,Y,1
6,H,8,N,0
6,C,8,Y,1
6,C,8,Y,1
6,C,8,Y,1
6,H,4,Y,1
6,C,8,Y,1
6,C,8,Y,1
6,C,8,Y,1
6,C,8,Y,1
6,H,7,N,0
6,H,1,N,0
6,C,8,Y,1
6,H,8,N,0
6,H,4,Y,1
6,C,8,Y,1
6,C,8,Y,1
6,C,8,Y,1
6,H,1,N,0
6,H,4,Y,1
6,C,8,Y,1
6,C,8,Y,1
6,C,8,Y,1
6,H,4,Y,1
6,H,3,N,0
6,H,8,N,0
7,C,8,Y,1
7,C,8,Y,1
7,C,8,Y,1
7,C,8,Y,1
7,C,8,Y,1
7,C,8,Y,1
7,H,2,N,0
7,H,8,N,0
7,H,1,N,0
7,H,3,N,0
7,H,3,N,0
7,H,4,Y,1
7,H,3,N,0
7,H,4,Y,1
7,H,3,N,0
7,H,8,N,0
7,C,8,Y,1
7,C,8,Y,1
7,C,8,Y,1
7,C,8,Y,1
7,C,8,Y,1
7,H,4,Y,1
7,C,8,Y,1
7,C,8,Y,1
7,C,8,Y,1
7,H,4,Y,1
7,H,8,N,0
7,H,4,Y,1
7,H,8,N,0
7,C,5,N,0
7,H,3,N,0
7,C,8,Y,1
7,H,3,N,0
7,C,8,Y,1
7,H,5,N,0
7,C,8,Y,1
7,C,8,Y,1
7,C,8,Y,1
7,C,8,Y,1
7,H,4,Y,1
7,C,8,Y,1
7,C,8,Y,1
7,H,8,N,0
7,H,4,Y,1
7,H,4,Y,1
7,H,8,N,0
7,H,4,Y,1
7,C,8,Y,1
7,H,5,N,0
7,C,8,Y,1
7,C,8,Y,1
7,C,8,Y,1
7,C,8,Y,1
7,C,8,Y,1
7,H,8,N,0
7,C,4,N,0
7,H,4,Y,1
7,C,8,Y,1
7,H,4,Y,1
7,C,8,Y,1
7,H,4,Y,1
7,H,8,N,0
7,H,4,Y,1
7,H,4,Y,1
7,C,8,Y,1
7,C,8,Y,1
7,C,8,Y,1
7,H,4,Y,1
7,H,4,Y,1
7,H,8,N,0
8,H,8,N,0
8,H,4,Y,1
8,H,4,Y,1
8,H,4,Y,1
8,H,4,Y,1
8,H,4,Y,1
8,C,4,N,0
8,C,4,N,0
8,C,4,N,0
8,C,4,N,0
8,C,8,Y,1
8,C,4,N,0
8,H,3,N,0
8,H,8,N,0
8,H,4,Y,1
8,H,8,N,0
8,H,4,Y,1
8,C,4,N,0
8,C,4,N,0
8,H,8,N,0
8,C,8,Y,1
8,C,4,N,0
8,H,4,Y,1
8,H,4,Y,1
8,C,4,N,0
8,H,8,N,0
8,C,4,N,0
8,C,8,Y,1
8,H,4,Y,1
8,H,4,Y,1
8,C,8,Y,1
8,C,8,Y,1
8,C,8,Y,1
8,H,4,Y,1
8,H,8,N,0
8,C,8,Y,1
8,H,4,Y,1
8,H,4,Y,1
8,H,4,Y,1
8,H,4,Y,1
8,C,8,Y,1
8,H,4,Y,1
8,C,4,N,0
8,C,8,Y,1
8,C,8,Y,1
8,C,8,Y,1
8,C,8,Y,1
8,C,4,N,0
8,C,8,Y,1
8,H,8,N,0
8,C,8,Y,1
8,H,8,N,0
8,H,8,N,0
8,C,4,N,0
8,H,4,Y,1
8,C,8,Y,1
8,C,8,Y,1
8,C,8,Y,1
8,C,8,Y,1
8,C,8,Y,1
8,H,8,N,0
8,H,4,Y,1
8,H,4,Y,1
8,H,8,N,0
8,C,8,Y,1
8,H,4,Y,1
8,H,4,Y,1
8,H,4,Y,1
8,C,8,Y,1
8,C,8,Y,1
9,C,8,Y,1
9,C,8,Y,1
9,C,3,N,0
9,C,8,Y,1
9,C,8,Y,1
9,C,8,Y,1
9,H,4,Y,1
9,H,8,N,0
9,H,4,Y,1
9,H,4,Y,1
9,H,4,Y,1
9,H,4,Y,1
9,C,4,N,0
9,C,8,Y,1
9,C,4,N,0
9,H,4,Y,1
9,H,4,Y,1
9,C,4,N,0
9,H,4,Y,1
9,C,4,N,0
9,H,4,Y,1
9,H,4,Y,1
9,H,4,Y,1
9,H,4,Y,1
9,H,4,Y,1
9,H,4,Y,1
9,H,4,Y,1
9,H,4,Y,1
9,C,4,N,0
9,C,8,Y,1
9,C,4,N,0
9,C,8,Y,1
9,C,8,Y,1
9,C,4,N,0
9,C,8,Y,1
9,H,4,Y,1
9,C,8,Y,1
9,H,4,Y,1
9,H,8,N,0
9,H,8,N,0
9,C,4,N,0
9,C,8,Y,1
9,H,4,Y,1
9,C,8,Y,1
9,C,8,Y,1
9,C,8,Y,1
9,H,8,N,0
9,H,8,N,0
9,C,8,Y,1
9,C,8,Y,1
9,C,8,Y,1
9,H,8,N,0
9,C,8,Y,1
9,H,4,Y,1
9,C,8,Y,1
9,C,8,Y,1
9,H,4,Y,1
9,H,4,Y,1
9,H,4,Y,1
9,C,4,N,0
9,C,8,Y,1
9,C,8,Y,1
9,H,4,Y,1
9,C,8,Y,1
9,H,4,Y,1
9,H,4,Y,1
9,C,8,Y,1
9,H,4,Y,1
9,H,4,Y,1
9,H,4,Y,1
10,H,8,N,0
10,H,4,Y,1
10,H,4,Y,1
10,H,4,Y,1
10,H,4,Y,1
10,H,8,N,0
10,C,4,N,0
10,C,4,N,0
10,C,8,Y,1
10,C,4,N,0
10,C,8,Y,1
10,C,8,Y,1
10,H,4,Y,1
10,H,4,Y,1
10,H,4,Y,1
10,C,8,Y,1
10,C,8,Y,1
10,C,8,Y,1
10,C,8,Y,1
10,H,4,Y,1
10,C,8,Y,1
10,C,8,Y,1
10,C,8,Y,1
10,C,8,Y,1
10,C,4,N,0
10,C,8,Y,1
10,C,8,Y,1
10,H,4,Y,1
10,H,4,Y,1
10,C,8,Y,1
10,C,8,Y,1
10,C,8,Y,1
10,H,4,Y,1
10,H,4,Y,1
10,C,8,Y,1
10,H,8,N,0
10,C,8,Y,1
10,H,4,Y,1
10,H,8,N,0
10,C,4,N,0
10,C,8,Y,1
10,H,4,Y,1
10,C,8,Y,1
10,H,4,Y,1
10,H,4,Y,1
10,H,4,Y,1
10,C,4,N,0
10,C,8,Y,1
10,H,4,Y,1
10,C,8,Y,1
10,H,4,Y,1
10,C,8,Y,1
10,C,8,Y,1
10,H,4,Y,1
10,H,4,Y,1
10,H,4,Y,1
10,C,8,Y,1
10,C,8,Y,1
10,H,4,Y,1
10,H,4,Y,1
10,H,8,N,0
10,H,4,Y,1
10,C,8,Y,1
10,H,4,Y,1
10,H,4,Y,1
10,C,8,Y,1
10,H,4,Y,1
10,C,8,Y,1
10,H,4,Y,1
10,H,4,Y,1
11,C,8,Y,1
11,C,8,Y,1
11,C,8,Y,1
11,C,8,Y,1
11,C,8,Y,1
11,C,8,Y,1
11,H,4,Y,1
11,H,4,Y,1
11,H,8,N,0
11,H,4,Y,1
11,H,4,Y,1
11,H,4,Y,1
11,H,4,Y,1
11,C,8,Y,1
11,H,8,N,0
11,H,4,Y,1
11,H,4,Y,1
11,C,8,Y,1
11,H,4,Y,1
11,C,8,Y,1
11,H,4,Y,1
11,C,8,Y,1
11,C,8,Y,1
11,H,4,Y,1
11,H,8,N,0
11,H,4,Y,1
11,H,4,Y,1
11,C,8,Y,1
11,C,8,Y,1
11,C,8,Y,1
11,C,8,Y,1
11,H,8,N,0
11,H,4,Y,1
11,C,8,Y,1
11,C,8,Y,1
11,C,8,Y,1
11,C,8,Y,1
11,C,8,Y,1
11,H,4,Y,1
11,H,4,Y,1
11,C,8,Y,1
11,C,8,Y,1
11,H,4,Y,1
11,H,4,Y,1
11,H,4,Y,1
11,C,8,Y,1
11,H,4,Y,1
11,C,8,Y,1
11,H,4,Y,1
11,C,8,Y,1
11,C,8,Y,1
11,C,8,Y,1
11,C,4,N,0
11,H,4,Y,1
11,C,8,Y,1
11,H,4,Y,1
11,C,8,Y,1
11,H,4,Y,1
11,C,8,Y,1
11,C,8,Y,1
11,H,4,Y,1
11,H,8,N,0
11,C,4,N,0
11,H,8,N,0
11,C,8,Y,1
11,H,4,Y,1
11,H,4,Y,1
11,H,4,Y,1
11,H,4,Y,1
11,C,8,Y,1
12,C,8,Y,1
12,C,8,Y,1
12,C,8,Y,1
12,H,4,Y,1
12,H,8,N,0
12,H,4,Y,1
12,S,5,Y,1
12,S,8,N,0
12,S,4,N,0
12,S,4,N,0
12,S,3,N,0
12,S,4,N,0
12,S,8,N,0
12,S,4,N,0
12,C,8,Y,1
12,S,4,N,0
12,S,8,N,0
12,S,4,N,0
12,C,8,Y,1
12,C,8,Y,1
12,S,8,N,0
12,H,4,Y,1
12,H,4,Y,1
12,S,4,N,0
12,C,8,Y,1
12,C,8,Y,1
12,C,8,Y,1
12,S,4,N,0
12,C,8,Y,1
12,H,4,Y,1
12,C,8,Y,1
12,S,4,N,0
12,C,8,Y,1
12,H,4,Y,1
12,S,4,N,0
12,H,7,N,0
12,H,4,Y,1
12,H,4,Y,1
12,H,4,Y,1
12,H,4,Y,1
12,H,4,Y,1
12,H,4,Y,1
12,S,4,N,0
12,S,8,N,0
12,C,4,N,0
12,H,4,Y,1
12,C,4,N,0
12,H,4,Y,1
12,H,4,Y,1
12,C,4,N,0
12,S,4,N,0
12,S,8,N,0
12,S,4,N,0
12,C,8,Y,1
12,S,4,N,0
12,C,8,Y,1
12,H,4,Y,1
12,H,4,Y,1
12,H,4,Y,1
12,H,4,Y,1
12,S,4,N,0
12,C,8,Y,1
12,C,8,Y,1
12,S,4,N,0
12,S,2,N,0
12,C,8,Y,1
12,C,8,Y,1
12,H,4,Y,1
12,S,4,N,0
12,S,4,N,0
12,S,8,N,0
