Session_ID,Flavor,Arm,Correct,CorrectBool
5,C,3,Y,1
5,H,7,Y,1
5,C,3,Y,1
5,C,7,N,0
5,C,3,Y,1
5,C,3,Y,1
5,H,7,Y,1
6,C,3,Y,1
6,C,3,Y,1
6,C,3,Y,1
6,C,3,Y,1
6,C,3,Y,1
6,C,7,N,0
6,H,3,N,0
6,H,3,N,0
6,H,3,N,0
6,H,7,Y,1
6,H,3,N,0
6,H,7,Y,1
6,C,3,Y,1
6,H,7,Y,1
6,H,3,N,0
6,H,7,Y,1
6,H,7,Y,1
6,C,3,Y,1
6,H,3,N,0
6,C,7,N,0
6,C,3,Y,1
6,H,7,Y,1
6,C,3,Y,1
6,H,7,Y,1
6,H,7,Y,1
6,C,7,N,0
6,H,3,N,0
6,C,3,Y,1
6,C,3,Y,1
6,C,3,Y,1
6,H,3,N,0
6,H,7,Y,1
6,H,3,N,0
6,C,3,Y,1
6,C,3,Y,1
6,C,3,Y,1
6,C,3,Y,1
6,H,7,Y,1
6,C,3,Y,1
6,C,3,Y,1
6,H,3,N,0
6,H,7,Y,1
6,C,3,Y,1
6,C,3,Y,1
6,C,7,N,0
6,C,3,Y,1
6,H,3,N,0
6,C,3,Y,1
6,H,3,N,0
6,C,3,Y,1
6,C,7,N,0
6,H,7,Y,1
6,H,3,N,0
6,H,7,Y,1
6,C,3,Y,1
6,C,3,Y,1
6,H,7,Y,1
6,H,7,Y,1
6,H,7,Y,1
6,C,3,Y,1
6,C,3,Y,1
6,C,3,Y,1
6,H,3,N,0
6,H,7,Y,1
6,H,7,Y,1
6,H,7,Y,1
6,H,7,Y,1
6,H,7,Y,1
6,C,3,Y,1
6,C,3,Y,1
7,H,3,N,0
7,H,7,Y,1
7,H,3,N,0
7,H,7,Y,1
7,H,7,Y,1
7,H,7,Y,1
7,C,3,Y,1
7,C,7,N,0
7,C,7,N,0
7,C,3,Y,1
7,C,3,Y,1
7,C,3,Y,1
7,H,7,Y,1
7,C,3,Y,1
7,C,3,Y,1
7,H,7,Y,1
7,C,3,Y,1
7,H,7,Y,1
7,C,3,Y,1
7,C,3,Y,1
7,H,7,Y,1
7,H,7,Y,1
7,C,3,Y,1
7,H,7,Y,1
7,C,3,Y,1
7,C,3,Y,1
7,H,7,Y,1
7,C,3,Y,1
7,C,3,Y,1
7,H,7,Y,1
7,C,7,N,0
7,C,3,Y,1
7,H,7,Y,1
7,H,7,Y,1
7,H,7,Y,1
7,C,3,Y,1
7,H,7,Y,1
7,H,3,N,0
7,C,7,N,0
7,C,3,Y,1
7,C,3,Y,1
7,H,7,Y,1
7,H,7,Y,1
7,C,3,Y,1
7,C,3,Y,1
7,H,7,Y,1
7,H,7,Y,1
7,C,7,N,0
7,H,7,Y,1
7,C,3,Y,1
7,C,3,Y,1
7,H,7,Y,1
7,H,7,Y,1
7,C,7,N,0
7,H,3,N,0
7,H,7,Y,1
7,H,7,Y,1
7,C,7,N,0
7,C,3,Y,1
7,H,7,Y,1
7,C,3,Y,1
7,H,7,Y,1
7,H,7,Y,1
7,C,3,Y,1
7,H,7,Y,1
7,C,3,Y,1
7,C,3,Y,1
7,H,7,Y,1
7,C,3,Y,1
7,H,7,Y,1
8,C,3,Y,1
8,C,7,N,0
8,C,3,Y,1
8,C,3,Y,1
8,C,3,Y,1
8,C,3,Y,1
8,H,7,Y,1
8,H,7,Y,1
8,H,3,N,0
8,H,7,Y,1
8,H,7,Y,1
8,H,7,Y,1
8,H,7,Y,1
8,C,7,N,0
8,C,3,Y,1
8,C,7,N,0
8,C,3,Y,1
8,C,3,Y,1
8,C,3,Y,1
8,H,7,Y,1
8,H,7,Y,1
8,C,3,Y,1
8,C,7,N,0
8,H,7,Y,1
8,H,7,Y,1
8,C,7,N,0
8,H,7,Y,1
8,C,3,Y,1
8,C,3,Y,1
8,C,3,Y,1
8,H,7,Y,1
8,H,7,Y,1
8,H,7,Y,1
8,C,3,Y,1
8,C,7,N,0
8,H,7,Y,1
8,C,3,Y,1
8,C,3,Y,1
8,C,7,N,0
8,H,7,Y,1
8,C,3,Y,1
8,H,7,Y,1
8,C,7,N,0
8,H,7,Y,1
8,C,3,Y,1
8,H,3,N,0
8,H,7,Y,1
8,C,3,Y,1
8,H,7,Y,1
8,C,3,Y,1
8,H,7,Y,1
8,C,3,Y,1
8,H,7,Y,1
8,H,7,Y,1
8,H,3,N,0
8,H,7,Y,1
8,H,3,N,0
8,C,3,Y,1
8,H,7,Y,1
8,H,7,Y,1
8,C,3,Y,1
8,H,7,Y,1
8,H,7,Y,1
8,H,7,Y,1
8,C,3,Y,1
8,C,3,Y,1
8,C,3,Y,1
8,H,7,Y,1
8,H,7,Y,1
8,C,3,Y,1
9,H,7,Y,1
9,H,7,Y,1
9,H,3,N,0
9,C,3,Y,1
9,C,3,Y,1
9,C,3,Y,1
9,S,3,N,0
9,S,3,N,0
9,S,8,N,0
9,S,2,N,0
9,S,7,N,0
9,S,3,N,0
9,S,7,N,0
9,S,7,N,0
9,S,7,N,0
9,S,7,N,0
9,S,7,N,0
9,S,3,N,0
9,S,8,N,0
9,S,7,N,0
9,S,3,N,0
9,S,7,N,0
9,S,3,N,0
9,S,7,N,0
9,S,3,N,0
9,S,3,N,0
9,H,7,Y,1
9,C,3,Y,1
9,H,7,Y,1
9,C,3,Y,1
9,H,3,N,0
9,S,3,N,0
9,C,3,Y,1
9,H,3,N,0
9,H,3,N,0
9,S,3,N,0
9,S,3,N,0
9,C,3,Y,1
9,C,3,Y,1
9,H,3,N,0
9,S,3,N,0
9,C,3,Y,1
9,C,7,N,0
9,S,8,N,0
9,S,7,N,0
9,S,2,N,0
9,H,7,Y,1
9,S,7,N,0
9,H,7,Y,1
9,S,7,N,0
9,C,3,Y,1
9,H,3,N,0
9,C,3,Y,1
9,S,7,N,0
9,C,3,Y,1
9,H,7,Y,1
10,C,3,Y,1
10,C,3,Y,1
10,C,3,Y,1
10,H,7,Y,1
10,H,3,N,0
10,H,7,Y,1
10,S,8,N,0
10,S,7,N,0
10,S,1,Y,1
10,S,3,N,0
10,S,7,N,0
10,S,8,N,0
10,C,3,Y,1
10,C,3,Y,1
10,C,3,Y,1
10,H,7,Y,1
10,S,3,N,0
10,C,3,Y,1
10,H,7,Y,1
10,S,7,N,0
10,H,7,Y,1
10,H,7,Y,1
10,S,7,N,0
10,C,3,Y,1
10,C,3,Y,1
10,H,7,Y,1
10,H,7,Y,1
10,S,7,N,0
10,C,3,Y,1
10,S,8,N,0
10,S,8,N,0
10,S,7,N,0
10,H,3,N,0
10,S,7,N,0
10,C,3,Y,1
10,C,3,Y,1
10,C,3,Y,1
10,H,8,N,0
10,S,8,N,0
10,S,8,N,0
10,H,7,Y,1
10,H,7,Y,1
10,S,8,N,0
10,S,5,N,0
10,C,3,Y,1
10,S,7,N,0
10,H,7,Y,1
10,S,3,N,0
10,C,7,N,0
10,H,7,Y,1
10,H,7,Y,1
10,C,3,Y,1
10,H,7,Y,1
10,C,7,N,0
10,H,7,Y,1
10,H,7,Y,1
10,C,3,Y,1
10,S,7,N,0
10,S,7,N,0
10,S,3,N,0
10,H,7,Y,1
10,C,7,N,0
10,C,7,N,0
10,H,7,Y,1
10,H,7,Y,1
10,S,7,N,0
10,S,7,N,0
10,C,3,Y,1
10,C,3,Y,1
11,S,3,N,0
11,S,4,N,0
11,S,2,N,0
11,H,7,Y,1
11,H,7,Y,1
11,H,7,Y,1
11,C,3,Y,1
11,C,7,N,0
11,C,3,Y,1
11,S,7,N,0
11,C,3,Y,1
11,S,3,N,0
11,C,3,Y,1
11,H,7,Y,1
11,H,7,Y,1
11,S,8,N,0
11,C,3,Y,1
11,H,7,Y,1
11,C,3,Y,1
11,S,7,N,0
11,C,3,Y,1
11,H,7,Y,1
11,S,7,N,0
11,H,7,Y,1
11,C,3,Y,1
11,C,3,Y,1
11,C,3,Y,1
11,C,3,Y,1
11,S,7,N,0
11,C,3,Y,1
11,S,7,N,0
11,H,7,Y,1
11,S,5,N,0
11,C,3,Y,1
11,S,3,N,0
11,H,7,Y,1
11,H,7,Y,1
11,C,3,Y,1
11,S,1,Y,1
11,H,7,Y,1
11,H,7,Y,1
11,S,2,N,0
11,C,3,Y,1
11,C,3,Y,1
11,S,3,N,0
11,C,3,Y,1
11,S,7,N,0
11,H,7,Y,1
11,S,3,N,0
11,H,7,Y,1
11,H,7,Y,1
11,S,3,N,0
11,S,8,N,0
11,S,7,N,0
11,C,3,Y,1
11,S,3,N,0
11,C,3,Y,1
11,C,3,Y,1
11,S,3,N,0
11,H,7,Y,1
11,H,7,Y,1
11,H,7,Y,1
11,C,3,Y,1
11,S,5,N,0
11,C,3,Y,1
11,H,7,Y,1
11,H,7,Y,1
11,H,7,Y,1
11,H,7,Y,1
12,C,3,Y,1
12,C,3,Y,1
12,C,3,Y,1
12,S,3,N,0
12,S,1,Y,1
12,S,3,N,0
12,H,7,Y,1
12,H,7,Y,1
12,H,7,Y,1
12,H,7,Y,1
12,S,8,N,0
12,H,7,Y,1
12,C,3,Y,1
12,H,7,Y,1
12,C,3,Y,1
12,H,7,Y,1
12,S,3,N,0
12,S,7,N,0
12,S,1,Y,1
12,C,3,Y,1
12,S,2,N,0
12,C,3,Y,1
12,H,7,Y,1
12,S,1,Y,1
12,S,8,N,0
12,H,7,Y,1
12,H,7,Y,1
12,H,7,Y,1
12,C,3,Y,1
12,C,7,N,0
12,C,3,Y,1
12,C,3,Y,1
12,S,8,N,0
12,S,1,Y,1
12,H,8,N,0
12,C,3,Y,1
12,S,2,N,0
12,H,7,Y,1
12,S,2,N,0
12,S,1,Y,1
12,H,7,Y,1
12,C,3,Y,1
12,H,7,Y,1
12,C,3,Y,1
12,C,3,Y,1
12,C,3,Y,1
12,H,7,Y,1
12,H,7,Y,1
12,C,3,Y,1
12,C,3,Y,1
12,S,2,N,0
12,C,7,N,0
12,S,1,Y,1
12,S,1,Y,1
12,H,1,N,0
12,S,2,N,0
12,H,7,Y,1
12,S,1,Y,1
12,H,7,Y,1
12,C,3,Y,1
12,H,1,N,0
12,S,1,Y,1
12,H,7,Y,1
12,S,3,N,0
12,C,3,Y,1
12,S,1,Y,1
12,C,3,Y,1
12,H,7,Y,1
12,C,3,Y,1
13,H,7,Y,1
13,H,3,N,0
13,H,1,N,0
13,S,8,N,0
13,S,1,Y,1
13,S,1,Y,1
13,C,3,Y,1
13,C,1,N,0
13,C,3,Y,1
13,C,3,Y,1
13,C,3,Y,1
13,C,3,Y,1
13,S,1,Y,1
13,S,1,Y,1
13,C,3,Y,1
13,H,1,N,0
13,H,7,Y,1
13,C,3,Y,1
13,S,1,Y,1
13,C,3,Y,1
13,C,3,Y,1
13,H,1,N,0
13,C,3,Y,1
13,H,1,N,0
13,C,3,Y,1
13,S,1,Y,1
13,S,3,N,0
13,H,1,N,0
13,S,1,Y,1
13,C,3,Y,1
13,S,1,Y,1
13,H,7,Y,1
13,H,1,N,0
13,H,1,N,0
13,H,1,N,0
13,C,7,N,0
13,S,1,Y,1
13,S,3,N,0
13,C,1,N,0
13,H,1,N,0
13,S,8,N,0
13,H,7,Y,1
13,C,7,N,0
13,S,1,Y,1
13,S,1,Y,1
13,C,3,Y,1
13,H,1,N,0
13,H,7,Y,1
13,H,7,Y,1
13,H,7,Y,1
13,S,7,N,0
13,S,1,Y,1
13,H,7,Y,1
13,S,1,Y,1
13,C,1,N,0
13,C,3,Y,1
13,S,1,Y,1
13,H,7,Y,1
13,S,1,Y,1
13,S,1,Y,1
13,S,8,N,0
13,H,7,Y,1
13,C,7,N,0
13,C,3,Y,1
13,S,8,N,0
13,C,3,Y,1
13,C,1,N,0
13,H,7,Y,1
13,H,7,Y,1
14,S,3,N,0
14,S,1,Y,1
14,S,1,Y,1
14,C,3,Y,1
14,C,3,Y,1
14,C,1,N,0
14,H,7,Y,1
14,H,7,Y,1
14,H,1,N,0
14,C,3,Y,1
14,H,7,Y,1
14,C,3,Y,1
14,S,1,Y,1
14,C,3,Y,1
14,C,3,Y,1
14,S,3,N,0
14,H,7,Y,1
14,S,1,Y,1
14,C,3,Y,1
14,H,7,Y,1
14,C,3,Y,1
14,C,3,Y,1
14,H,7,Y,1
14,S,7,N,0
14,C,3,Y,1
14,H,7,Y,1
14,S,7,N,0
14,H,1,N,0
14,S,1,Y,1
14,S,1,Y,1
14,C,3,Y,1
14,C,3,Y,1
14,S,1,Y,1
14,S,3,N,0
14,H,1,N,0
14,C,3,Y,1
14,H,7,Y,1
14,S,3,N,0
14,S,3,N,0
14,C,7,N,0
14,C,2,N,0
14,H,7,Y,1
14,S,2,N,0
14,H,7,Y,1
14,C,3,Y,1
14,H,1,N,0
14,H,1,N,0
14,H,1,N,0
14,S,7,N,0
14,C,3,Y,1
14,S,7,N,0
14,C,3,Y,1
14,C,1,N,0
14,C,1,N,0
14,H,7,Y,1
14,C,3,Y,1
14,S,1,Y,1
14,S,1,Y,1
14,C,1,N,0
14,H,7,Y,1
14,S,1,Y,1
14,H,7,Y,1
14,S,1,Y,1
14,S,1,Y,1
14,S,1,Y,1
14,H,7,Y,1
14,S,1,Y,1
14,H,7,Y,1
14,S,1,Y,1
15,H,3,N,0
15,H,7,Y,1
15,C,3,Y,1
15,H,7,Y,1
15,H,7,Y,1
15,C,3,Y,1
15,C,3,Y,1
15,S,7,N,0
15,C,3,Y,1
15,S,1,Y,1
15,C,3,Y,1
15,S,3,N,0
15,C,3,Y,1
15,H,7,Y,1
15,S,3,N,0
15,S,1,Y,1
15,S,1,Y,1
15,H,7,Y,1
15,S,3,N,0
15,S,1,Y,1
15,S,1,Y,1
15,C,3,Y,1
15,H,7,Y,1
15,C,3,Y,1
15,H,7,Y,1
15,C,3,Y,1
15,S,1,Y,1
15,S,1,Y,1
15,S,1,Y,1
15,C,3,Y,1
15,H,7,Y,1
15,C,3,Y,1
15,H,7,Y,1
15,C,3,Y,1
15,H,1,N,0
15,H,7,Y,1
15,H,7,Y,1
15,S,1,Y,1
15,H,7,Y,1
15,H,7,Y,1
15,S,1,Y,1
15,C,1,N,0
15,S,3,N,0
15,H,7,Y,1
15,C,1,N,0
15,C,3,Y,1
15,S,1,Y,1
15,H,7,Y,1
15,C,3,Y,1
15,C,1,N,0
15,C,3,Y,1
15,S,1,Y,1
15,H,7,Y,1
15,H,7,Y,1
15,H,7,Y,1
15,S,1,Y,1
15,C,1,N,0
15,S,1,Y,1
15,H,7,Y,1
15,S,1,Y,1
15,S,1,Y,1
15,H,7,Y,1
15,H,7,Y,1
15,C,3,Y,1
15,C,7,N,0
15,C,3,Y,1
15,C,3,Y,1
15,S,1,Y,1
15,S,1,Y,1
16,C,3,Y,1
16,C,7,N,0
16,C,3,Y,1
16,H,7,Y,1
16,C,3,Y,1
16,H,7,Y,1
16,H,7,Y,1
16,C,3,Y,1
16,C,3,Y,1
16,S,1,Y,1
16,C,3,Y,1
16,C,1,N,0
16,S,1,Y,1
16,H,7,Y,1
16,H,7,Y,1
16,S,3,N,0
16,C,1,N,0
16,H,7,Y,1
16,S,7,N,0
16,C,3,Y,1
16,S,1,Y,1
16,H,7,Y,1
16,S,1,Y,1
16,S,1,Y,1
16,C,3,Y,1
16,C,1,N,0
16,S,3,N,0
16,H,7,Y,1
16,C,3,Y,1
16,S,1,Y,1
16,H,7,Y,1
16,H,7,Y,1
16,H,7,Y,1
16,H,7,Y,1
16,S,3,N,0
16,S,1,Y,1
16,H,7,Y,1
16,C,3,Y,1
16,H,7,Y,1
16,S,1,Y,1
16,C,3,Y,1
16,S,3,N,0
16,S,1,Y,1
16,H,7,Y,1
16,H,7,Y,1
16,H,1,N,0
16,C,3,Y,1
16,S,1,Y,1
16,H,7,Y,1
16,S,1,Y,1
16,S,1,Y,1
16,S,1,Y,1
16,C,1,N,0
16,S,1,Y,1
16,H,7,Y,1
16,S,1,Y,1
16,S,1,Y,1
16,S,3,N,0
16,C,1,N,0
16,H,7,Y,1
16,C,3,Y,1
16,S,1,Y,1
16,C,3,Y,1
16,S,3,N,0
16,H,7,Y,1
16,C,3,Y,1
16,C,3,Y,1
16,C,3,Y,1
16,S,1,Y,1
